ClusterID	AlignBLK	Alignment_length	genome_pos_mel	genome_pos_yak	genome_pos_pse	genome_pos_vir	length_mel	length_yak	length_pse	length_vir	mappability_mel	mappability_yak	mappability_pse	mappability_vir	ChIP_mel	ChIP_yak	ChIP_pse	ChIP_vir	norm_ChIP_mel	norm_ChIP_yak	norm_ChIP_pse	norm_ChIP_vir	pred_ChIP_mel	pred_ChIP_yak	pred_ChIP_pse	pred_ChIP_vir
620	142	1449	chr3R:5319391-5319737	chr3R:9368984-9369361	chr2:1790030-1790364	scaffold_13047:738750-739919	347	378	335	1170	100	100	100	100	48.9	56.04	57.21	54.61	0.263	-0.0610000000000001	0.683	0.046	0.0771	0.0255	0.7691	0.4939
621	142	434	chr3R:5320527-5320906	chr3R:9370190-9370580	chr2:1789058-1789408	scaffold_13047:740387-740752	380	391	351	366	100	100	100	100	32.86	91.07	27.91	27.3	-0.134	0.425	-0.035	-0.647	0.0214	0.5625	0.7397	0.7671
622	145	264	chr3R:5339278-5339541	chr3R:9389476-9389736	chr2:22239110-22239370	scaffold_12855:4860496-4860756	264	261	261	261	100	100	100	100	21.51	38.53	53.9	27.3	-0.558	-0.436	0.623	-0.647	0.2194	0.2293	0.0717	0.0547
623	145	711	chr3R:5341484-5341823	chr3R:9392740-9393080	chr2:22236939-22237197	scaffold_12855:4862797-4863319	340	341	259	523	100	100	100	100	26.67	87.57	11.94	7.45	-0.343	0.385	-0.884	-1.946	0.089	0.7992	0.0097	0.0486
626	145	281	chr3R:5357957-5358187	chr3R:9409298-9409528	chr2:22219810-22220040	scaffold_12855:4882741-4882932	231	231	231	192	100	100	100	100	34.15	31.52	56.35	34.75	-0.095	-0.636	0.668	-0.406	9e-04	0.0684	0.0022	3e-04
628	146	272	chr3R:5366810-5366990	chr3R:9418211-9418395	chr2:24171764-24172000	scaffold_12855:5680150-5680340	181	185	237	191	100	100	100	100	41.65	31.52	23.46	69.5	0.103	-0.636	-0.209	0.287	0.0086	0.8218	0.0316	0.0092
630	147	231	chr3R:5382731-5382961	chr3R:9434004-9434234	chr2:24000873-24001103	scaffold_12855:5696490-5696720	231	231	231	231	100	100	100	100	20.78	38.53	28.54	99.28	-0.592	-0.436	-0.013	0.644	0.0934	0.0084	0.0639	0.0221
639	151	547	chr3R:5451130-5451590	chr3R:9504048-9504502	chr2:21389086-21389525	scaffold_13047:16909242-16909741	461	455	440	500	100	100	100	100	68.67	52.54	39.85	32.27	0.603	-0.126	0.321	-0.48	1.1084	1.4721	0.199	0.678
685	164	388	chr3R:5616497-5616829	chr3R:9663134-9663472	chr2:12468920-12469270	scaffold_13047:16010214-16010572	333	339	351	359	100	100	100	100	33.66	35.03	53.19	24.82	-0.11	-0.531	0.61	-0.742	0.0199	0.0409	0.1056	0.774
686	166	1379	chr3R:5621290-5621964	chr3R:9668040-9668710	chr2:12465501-12466142	scaffold_13047:11805722-11806958	675	671	642	1237	100	100	100	100	46.62	213.67	50.76	32.27	0.216	1.277	0.563	-0.48	1.7564	2.3206	2.0633	0.7184
692	169	429	chr3R:5683100-5683396	chr3R:9718620-9718948	chr2:12413258-12413621	scaffold_13047:10871170-10871450	297	329	364	281	100	100	100	100	28.46	24.52	22.77	86.87	-0.278	-0.888	-0.238	0.51	0.0024	0.0038	0.7673	0.0044
696	170	1123	chr3R:5738500-5739270	chr3R:9784108-9784887	chr2:5236189-5237081	scaffold_13047:10789148-10789933	771	780	893	786	100	100	100	100	88.7	84.07	44.81	19.86	0.859	0.344	0.438	-0.966	1.4824	1.5528	1.5493	1.2449
697	170	646	chr3R:5747278-5747616	chr3R:9793234-9793563	chr2:5227756-5228154	scaffold_13047:10777290-10777520	339	330	399	231	100	100	100	100	37.76	38.53	22.72	86.87	0.005	-0.436	-0.241	0.51	0.0058	0.0098	0.1096	0.0057
708	172	315	chr3R:5833344-5833610	chr3R:9881801-9882067	chr2:5130780-5131040	scaffold_13047:13068020-13068280	267	267	261	261	100	100	100	100	42.9	35.03	54	64.53	0.133	-0.531	0.625	0.213	0.0308	0.8686	0.0469	0.3183
717	173	1448	chr3R:5879162-5879823	chr3R:9925030-9925680	chr2:5072507-5073469	scaffold_12855:2770404-2771369	662	651	963	966	100	100	100	100	34.84	115.59	19.84	14.89	-0.075	0.663	-0.376	-1.253	1.0599	1.5625	0.5579	0.778
722	173	657	chr3R:5919770-5920120	chr3R:9967309-9967675	chr2:5026549-5027039	scaffold_12855:2693460-2693963	351	367	491	504	100	100	100	96.078	50.6	49.04	28.8	29.78	0.298	-0.195	-0.004	-0.56	0.2347	0.2367	0.4865	1.1836
723	173	787	chr3R:5936840-5937293	chr3R:9984859-9985323	chr2:5008380-5008910	scaffold_12855:2670561-2671077	454	465	531	517	100	100	100	100	40.35	66.55	82.09	17.37	0.071	0.111	1.044	-1.099	0.0961	0.0674	0.9572	1.1229
724	173	1128	chr3R:5937800-5938340	chr3R:9985820-9986400	chr2:5007365-5008309	scaffold_12855:2669872-2670517	541	581	945	646	100	100	100	100	73.78	84.07	29	42.19	0.675	0.344	0.003	-0.212	1.2204	1.2189	0.2328	0.0662
730	177	201	chr3R:5991084-5991284	chr3R:10039832-10040032	chr2:7492000-7492200	scaffold_13047:1142510-1142710	201	201	201	201	100	100	100	100	38.51	42.03	25.46	69.5	0.025	-0.349	-0.127	0.287	0.1455	0.1429	0.0147	0.0236
732	177	378	chr3R:6001105-6001327	chr3R:10050995-10051214	chr2:7482144-7482357	scaffold_13047:1130560-1130890	223	220	214	331	100	100	100	100	27.65	28.02	25.86	67.02	-0.307	-0.754	-0.111	0.251	0.0754	0.1047	0.0065	0.0031
738	177	740	chr3R:6038560-6038891	chr3R:10083040-10083420	chr2:7451657-7452072	scaffold_13047:1096567-1097065	332	381	416	499	100	100	100	100	27.83	91.07	37.32	12.41	-0.3	0.425	0.256	-1.436	0.01	0.0165	0.1175	0.0101
739	177	1160	chr3R:6048100-6048800	chr3R:10092900-10093627	chr2:7441644-7442479	scaffold_13047:1086222-1087058	701	728	836	837	100	100	100	100	108.28	154.12	88.51	42.19	1.058	0.951	1.119	-0.212	1.1116	1.0464	0.9771	0.6338
753	177	1899	chr3R:6178440-6179220	chr3R:10205654-10206479	chr2:7290206-7291496	scaffold_13047:977042-977587	781	826	1291	546	100	100	100	100	107.79	178.64	56.18	37.23	1.054	1.098	0.664	-0.337	0.3717	0.5029	0.558	0.2353
756	177	271	chr3R:6223110-6223380	chr3R:10248975-10249245	chr2:7246220-7246490	scaffold_13047:930527-930797	271	271	271	271	100	100	100	100	50.63	24.52	54.28	39.71	0.298	-0.888	0.63	-0.272	0.0113	0.0158	0.0107	0.0036
775	178	596	chr3R:6356259-6356759	chr3R:10385080-10385490	chr2:7109746-7110061	scaffold_13047:1325372-1325706	501	411	316	335	100	100	100	100	29.44	84.07	22.47	29.78	-0.244	0.344	-0.252	-0.56	0.35	0.3264	0.6597	0.6738
778	178	452	chr3R:6422124-6422466	chr3R:10453353-10453693	chr2:7042957-7043317	scaffold_13047:1401540-1401800	343	341	361	261	100	100	100	100	18.85	28.02	21	67.02	-0.69	-0.754	-0.319	0.251	0.482	0.3814	0.5614	0.0469
779	178	1338	chr3R:6425680-6426290	chr3R:10457070-10457702	chr2:7039046-7039883	scaffold_13047:1406050-1407153	611	633	838	1104	100	100	100	100	67.36	105.08	28.75	79.43	0.584	0.568	-0.00599999999999999	0.421	0.8807	0.6329	0.2401	1.6963
783	178	622	chr3R:6443432-6443876	chr3R:10475610-10476059	chr2:7020360-7020673	scaffold_13047:1426990-1427306	445	450	314	317	100	100	100	100	83.66	182.14	93.4	52.12	0.8	1.118	1.173	0	0.8164	0.6451	0.963	0.0413
784	178	1132	chr3R:6443980-6444850	chr3R:10476163-10477069	chr2:7019547-7020230	scaffold_13047:1427599-1428039	871	907	684	441	100	100	100	100	115.66	245.19	48.43	14.89	1.124	1.415	0.516	-1.253	2.4283	2.7827	1.5941	0.9707
785	178	1212	chr3R:6451023-6451489	chr3R:10483540-10483960	chr2:7011692-7011956	scaffold_13047:1435544-1436486	467	421	265	943	100	100	100	100	22.76	84.07	20.42	42.19	-0.501	0.344	-0.348	-0.212	1.9402	2.2254	0.2926	1.1687
788	178	344	chr3R:6459947-6460214	chr3R:10492654-10492922	chr2:7003157-7003428	scaffold_13047:1446740-1446980	268	269	272	241	100	100	100	100	26.41	42.03	14.35	74.46	-0.353	-0.349	-0.7	0.356	0.5252	0.5252	0.0121	0.0113
790	178	559	chr3R:6471399-6471789	chr3R:10506050-10506440	chr2:6987364-6987740	scaffold_13047:1460758-1461112	391	391	377	355	100	100	100	100	57.58	94.57	33.65	12.41	0.427	0.462	0.152	-1.436	0.8261	0.8265	0.8373	0.7052
791	178	863	chr3R:6484269-6485029	chr3R:10519009-10519808	chr2:6974050-6974480	scaffold_13047:1480208-1480553	761	800	431	346	100	100	100	100	50.1	56.04	121.59	42.19	0.288	-0.0610000000000001	1.437	-0.212	0.7692	0.8372	0.6113	0.3798
792	178	1015	chr3R:6493540-6494300	chr3R:10528695-10529436	chr2:6963501-6964267	scaffold_13047:1490134-1490740	761	742	767	607	100	100	100	100	85.34	77.06	34.08	32.27	0.82	0.257	0.165	-0.48	2.4715	1.9235	1.8017	1.4934
797	178	274	chr3R:6518308-6518581	chr3R:10555892-10556165	chr2:6937319-6937592	scaffold_13047:1513890-1514160	274	274	274	271	100	100	100	100	40.41	31.52	42.66	69.5	0.073	-0.636	0.389	0.287	0.208	0.0948	0.0346	0.3848
801	179	2055	chr3R:6571909-6572409	chr3R:10612380-10612880	chr2:29380193-29380938	scaffold_13047:7128272-7129637	501	501	746	1366	100	100	100	100	26.16	80.56	31.4	29.78	-0.362	0.302	0.083	-0.56	0.8846	0.0166	1.6724	0.6151
812	184	753	chr3R:6682309-6683010	chr3R:10716820-10717523	chr2:15299588-15299950	scaffold_13047:18618339-18618775	702	704	363	437	100	100	100	100	88.25	143.61	24.34	34.75	0.854	0.88	-0.172	-0.406	1.7981	1.3938	0.6348	0.9954
818	186	208	chr3R:6709148-6709341	chr3R:10744066-10744258	chr2:28109663-28109861	scaffold_13047:5206300-5206500	194	193	199	201	100	100	100	100	17.85	38.53	30.31	69.5	-0.744	-0.436	0.048	0.287	0.0829	0.2534	0.1658	0.1508
842	189	191	chr3R:6963830-6964017	chr3R:10995801-10995988	chr2:28466967-28467157	scaffold_13047:4905260-4905450	188	188	191	191	100	100	100	100	30.81	49.04	35.86	69.5	-0.198	-0.195	0.215	0.287	0.0118	0.0102	0.0617	0.0016
845	189	241	chr3R:6994640-6994880	chr3R:11026668-11026908	chr2:28505144-28505384	scaffold_13047:4877780-4878020	241	241	241	241	100	100	100	100	37.81	38.53	39.73	76.94	0.00600000000000001	-0.436	0.318	0.389	0.3966	0.3897	0.0387	0.0466
850	189	426	chr3R:7024604-7024700	chr3R:11057063-11057159	chr2:28540820-28541060	scaffold_13047:4836664-4836876	97	97	241	213	100	100	100	100	5.08	10.51	69.51	7.45	-2.001	-1.735	0.877	-1.946	0.0015	7e-04	1.3902	0.0515
861	195	310	chr3R:7122147-7122379	chr3R:11157940-11158191	chr2:29290235-29290466	scaffold_13047:3361760-3361980	233	252	232	221	100	100	100	100	28.08	35.03	22.04	74.46	-0.291	-0.531	-0.271	0.356	0.1025	0.098	0.0026	0.0555
863	195	438	chr3R:7127115-7127481	chr3R:11162947-11163287	chr2:29285758-29286139	scaffold_13047:3356430-3356690	367	341	382	261	100	100	100	100	27.96	35.03	27.38	86.87	-0.296	-0.531	-0.054	0.51	0.0941	0.0379	0.0375	0.0231
870	195	1404	chr3R:7177290-7178070	chr3R:11214122-11214917	chr2:29236443-29237290	scaffold_13047:3279276-3280187	781	796	848	912	100	100	100	95.604	121.22	315.25	96.38	42.19	1.171	1.666	1.204	-0.212	1.2485	1.0976	1.1648	0.8072
871	195	3208	chr3R:7178300-7179500	chr3R:11215145-11216306	chr2:29233967-29236234	scaffold_13047:3277276-3278984	1201	1162	2268	1709	100	100	100	100	91.61	213.67	60.78	81.91	0.891	1.277	0.743	0.452	1.3617	1.2374	2.5247	1.6995
873	195	603	chr3R:7180801-7181255	chr3R:11217660-11218140	chr2:29232277-29232669	scaffold_13047:3274756-3275235	455	481	393	480	100	100	100	100	36.51	108.59	31.1	32.27	-0.029	0.6	0.073	-0.48	0.6002	0.3973	0.4904	0.9932
875	195	371	chr3R:7196028-7196285	chr3R:11238050-11238308	chr2:29218444-29218687	scaffold_13047:3254410-3254660	258	259	244	251	100	100	100	100	38.31	42.03	25.3	76.94	0.02	-0.349	-0.133	0.389	0.0242	0.2485	0.0069	0.0307
877	195	1607	chr3R:7204066-7204900	chr3R:11245970-11246819	chr2:29209565-29210324	scaffold_13047:3243656-3244963	835	850	760	1308	100	100	100	100	105.17	150.62	53.77	39.71	1.029	0.928	0.621	-0.272	1.2198	1.3213	0.6495	1.0548
886	201	392	chr3R:7264138-7264496	chr3R:11297386-11297738	chr2:25562051-25562385	scaffold_12855:9713660-9714010	359	353	335	351	100	100	100	100	45.38	70.06	23.2	71.98	0.189	0.162	-0.22	0.322	0.9595	0.9627	1.0598	1.0358
894	201	1034	chr3R:7374530-7375023	chr3R:11414690-11415170	chr2:25653474-25654154	scaffold_12855:9875265-9875621	494	481	681	357	100	100	94.118	100	40.35	98.08	16.65	12.41	0.071	0.499	-0.552	-1.436	1.1312	0.9153	0.9843	0.0618
898	202	1153	chr3R:7388923-7389794	chr3R:17034139-17034831	chr2:25666983-25667505	scaffold_12855:9894670-9894870	872	693	523	201	100	100	100	100	31.19	38.53	24.87	69.5	-0.186	-0.436	-0.15	0.287	0.0571	0.3235	0.147	0.0326
901	204	613	chr3R:7397105-7397630	chr3R:17026153-17026693	chr2:26022206-26022654	scaffold_12855:9901837-9902240	526	541	449	404	100	100	100	100	177.35	45.54	30.11	29.78	1.552	-0.269	0.041	-0.56	1.4514	1.2943	0.0195	0.3766
908	208	215	chr3R:7447265-7447439	chr3R:16975309-16975485	chr2:20590915-20591105	scaffold_13047:18854770-18854950	175	177	191	181	100	100	100	100	21.2	31.52	17.18	84.39	-0.572	-0.636	-0.52	0.481	0.0096	0.0083	1.3034	0.791
918	210	1747	chr3R:7527700-7528334	chr3R:16893520-16894149	chr2:25822857-25823457	scaffold_12855:5477767-5478645	635	630	601	879	100	100	100	97.727	51.63	87.57	37.27	44.68	0.318	0.385	0.254	-0.155	0.9745	1.0026	1.2203	0.9863
929	214	326	chr3R:7574523-7574772	chr3R:16843955-16844197	chr2:25781628-25781831	scaffold_12855:7723850-7724010	250	243	204	161	100	100	100	100	38.25	31.52	36.89	84.39	0.018	-0.636	0.244	0.481	0.0014	0.078	0.9767	0.0514
930	216	1618	chr3R:7600760-7601584	chr3R:16816433-16817314	chr2:25757660-25758511	scaffold_12855:7698986-7699954	825	882	852	969	100	100	100	100	81.87	136.61	48.13	24.82	0.779	0.83	0.51	-0.742	1.107	0.9084	1.2426	0.8897
944	218	1208	chr3R:7688985-7689277	chr3R:16732580-16732870	chr2:25430501-25431290	scaffold_13047:4325672-4326094	293	291	790	423	100	100	100	100	28.83	80.56	31.83	9.93	-0.265	0.302	0.096	-1.659	0.1691	0.1145	1.1607	0.0581
947	219	839	chr3R:7716579-7717333	chr3R:16703160-16703910	chr2:25402617-25403447	scaffold_13047:3769454-3770202	755	751	831	749	100	100	100	100	39.24	122.6	34.19	19.86	0.043	0.722	0.168	-0.966	2.7485	2.069	1.9127	1.5028
952	222	816	chr3R:7823700-7824330	chr3R:12135140-12135776	chr2:22579906-22580566	scaffold_13047:1566073-1566663	631	637	661	591	100	100	100	100	62.48	87.57	48.46	79.43	0.509	0.385	0.517	0.421	0.2779	0.2774	0.4193	1.0908
953	222	447	chr3R:7825043-7825260	chr3R:12136536-12136761	chr2:22581343-22581586	scaffold_13047:1564680-1564910	218	226	244	231	100	100	100	100	31	35.03	27.73	76.94	-0.192	-0.531	-0.041	0.389	0.0087	0.0078	0.4124	0.6979
961	223	1384	chr3R:7884026-7884596	chr3R:12194140-12194710	chr2:22646188-22647014	scaffold_12855:9279367-9280076	571	571	827	710	100	100	100	100	31.56	94.57	42.92	39.71	-0.174	0.462	0.395	-0.272	0.3574	0.4192	0.108	0.1811
970	225	1949	chr3R:7953970-7955060	chr3R:12266813-12267914	chr2:22725310-22726106	scaffold_12855:9337235-9338539	1091	1102	797	1305	100	100	100	90	166.59	273.22	75.48	54.61	1.489	1.523	0.96	0.046	2.1404	3.8907	1.5967	1.0534
979	225	574	chr3R:8018580-8018926	chr3R:12334690-12335060	chr2:22796758-22797143	scaffold_12855:9466931-9467347	347	371	386	417	100	100	100	100	27.83	87.57	24.19	7.45	-0.3	0.385	-0.178	-1.946	0.0072	0.0032	0.0109	1.098
980	225	624	chr3R:8019310-8019933	chr3R:12335450-12336050	chr2:22797529-22798072	scaffold_12855:9468294-9468840	624	601	544	547	100	100	100	100	38.98	98.08	19	116.66	0.037	0.499	-0.419	0.805	0.4593	0.4423	0.0234	0.3894
981	225	1414	chr3R:8029241-8029613	chr3R:12345460-12345830	chr2:22807117-22807441	scaffold_12855:9479883-9481041	373	371	325	1159	100	100	100	97.414	28.39	87.57	21.1	39.71	-0.28	0.385	-0.315	-0.272	0.2813	0.3869	0.031	0.269
985	227	247	chr3R:8050068-8050314	chr3R:12366907-12367153	chr2:22829302-22829548	scaffold_12855:9504460-9504700	247	247	247	241	100	100	100	100	36.64	56.04	21.46	74.46	-0.025	-0.0610000000000001	-0.298	0.356	0.0052	0.0143	0.0147	0.0084
1002	233	281	chr3R:8193715-8193995	chr3R:12512016-12512296	chr2:5425535-5425815	scaffold_13047:13723790-13724070	281	281	281	281	100	100	100	100	23.19	52.54	25.91	69.5	-0.483	-0.126	-0.109	0.287	0.1123	0.1124	0.3855	0.0168
1003	233	1817	chr3R:8207400-8208780	chr3R:12533281-12534681	chr2:5437687-5439125	scaffold_13047:13713089-13714572	1381	1401	1439	1484	100	100	100	100	72.15	133.11	43.93	62.05	0.652	0.804	0.418	0.174	1.6822	1.5483	1.4051	0.6751
1004	233	338	chr3R:8218017-8218256	chr3R:12544232-12544551	chr2:5447030-5447240	scaffold_13047:13705076-13705276	240	320	211	201	100	100	100	100	30	24.52	57.8	32.27	-0.225	-0.888	0.693	-0.48	0.4245	1.0933	1.6671	0.0491
1018	239	237	chr3R:8349601-8349798	chr3R:12634044-12634239	chr2:2457012-2457213	scaffold_12855:620380-620600	198	196	202	221	100	100	100	100	42.77	42.03	26.39	84.39	0.13	-0.349	-0.091	0.481	0.0615	0.0609	0.0621	0.5377
1025	241	1970	chr3R:8470929-8472210	chr3R:12755900-12757213	chr2:5767803-5768873	scaffold_12822:4076754-4077880	1282	1314	1071	1127	100	100	100	100	132.86	168.13	138.52	54.61	1.263	1.038	1.567	0.046	2.1786	1.9245	1.433	0.9435
1026	241	251	chr3R:8478170-8478385	chr3R:12763388-12763602	chr2:5761616-5761855	scaffold_12822:4062550-4062790	216	215	240	241	100	100	100	100	27.52	35.03	17.33	71.98	-0.311	-0.531	-0.511	0.322	0.0042	0.0141	0.0061	0.0182
1034	244	692	chr3R:8534887-8535562	chr3R:12822240-12822920	chr2:10641380-10642059	scaffold_12822:820253-820930	676	681	680	678	100	100	100	100	31.06	91.07	38.23	37.23	-0.19	0.425	0.28	-0.337	0.5742	0.5282	0.0653	1.068
1049	247	506	chr3R:8654527-8654887	chr3R:12947666-12948016	chr2:11533061-11533512	scaffold_12855:4187550-4187860	361	351	452	311	100	100	100	100	38.99	24.52	27.23	69.5	0.037	-0.888	-0.06	0.287	0.0172	0.0172	0.0232	0.0103
1051	247	283	chr3R:8677342-8677551	chr3R:12971251-12971460	chr2:11507260-11507480	scaffold_12855:4163264-4163521	210	210	221	258	100	100	100	100	29.08	31.52	53.27	22.34	-0.256	-0.636	0.611	-0.848	0.246	0.2482	0.0149	0.0059
1064	249	374	chr3R:8828469-8828826	chr3R:13122630-13122990	chr2:11341162-11341517	scaffold_12855:3987176-3987529	358	361	356	354	100	100	100	100	29.52	84.07	42.61	32.27	-0.241	0.344	0.388	-0.48	0.8179	0.5656	0.3808	0.1753
1076	250	1062	chr3R:8896820-8897465	chr3R:13193424-13194086	chr2:11191840-11192358	scaffold_12855:3891506-3892199	646	663	519	694	100	100	100	100	65.94	154.12	66.7	27.3	0.563	0.951	0.836	-0.647	3.336	1.9959	1.922	1.9836
1077	250	1261	chr3R:8897700-8898310	chr3R:13194320-13194953	chr2:11190958-11191588	scaffold_12855:3889702-3890745	611	634	631	1044	100	100	100	100	61.92	119.09	41.78	39.71	0.5	0.693	0.368	-0.272	0.7217	0.7118	0.295	0.1307
1086	251	201	chr3R:9035834-9036034	chr3R:13337025-13337225	chr2:11059784-11059984	scaffold_12855:3727110-3727310	201	201	201	201	100	100	100	100	32.75	63.05	23.36	141.48	-0.137	0.0569999999999999	-0.213	0.998	0.1551	0.1554	0.0157	0.0279
1090	253	374	chr3R:9116430-9116760	chr3R:13421178-13421508	chr2:9987432-9987765	scaffold_12855:3035977-3036331	331	331	334	355	100	100	100	100	57.04	52.54	34.24	29.78	0.417	-0.126	0.169	-0.56	0.0231	0.3571	0.0029	0.008
1091	253	1180	chr3R:9118850-9119620	chr3R:13423644-13424412	chr2:9983750-9984588	scaffold_12855:3032438-3033412	771	769	839	975	100	100	100	100	80.88	56.04	68.2	32.27	0.767	-0.0610000000000001	0.858	-0.48	1.5444	1.3172	1.1944	1.2077
1096	253	222	chr3R:9148752-9148936	chr3R:13451313-13451485	chr2:9955093-9955288	scaffold_12855:3006540-3006710	185	173	196	171	100	100	100	100	23.93	31.52	22.72	76.94	-0.451	-0.636	-0.241	0.389	0.0023	0.0014	0.0031	0.0027
1103	253	1283	chr3R:9196111-9196650	chr3R:13503750-13504280	chr2:9909369-9910633	scaffold_12855:2951975-2952504	540	531	1265	530	100	100	100	100	36.15	84.07	45.32	34.75	-0.039	0.344	0.45	-0.406	1.7613	0.7948	1.5675	0.3601
1105	253	440	chr3R:9199380-9199660	chr3R:13507106-13507387	chr2:9906153-9906494	scaffold_12855:2948024-2948329	281	282	342	306	100	100	100	100	75.61	52.54	17.59	22.34	0.699	-0.126	-0.497	-0.848	1.3316	2.3079	0.8931	0.7712
1107	253	201	chr3R:9214051-9214251	chr3R:13520538-13520738	chr2:9894645-9894845	scaffold_12855:2936800-2937000	201	201	201	201	100	100	100	100	37.2	38.53	20.07	67.02	-0.01	-0.436	-0.365	0.251	0.1946	0.0218	0.0016	0.0063
1108	254	938	chr3R:9230790-9231600	chr3R:13537892-13538675	chr2:16678581-16679318	scaffold_12855:2921494-2921858	811	784	738	365	100	100	100	100	117.32	80.56	47.07	32.27	1.139	0.302	0.487	-0.48	1.0419	0.5092	0.0872	0.025
1112	254	308	chr3R:9245954-9246205	chr3R:13553010-13553261	chr2:16693027-16693284	scaffold_12855:2904150-2904420	252	252	258	271	100	100	100	100	34.4	66.55	26.39	84.39	-0.088	0.111	-0.091	0.481	0.2404	0.0422	0.1007	0.352
1115	254	351	chr3R:9261392-9261678	chr3R:13568519-13568823	chr2:16708321-16708609	scaffold_12855:2889210-2889470	287	305	289	261	100	100	100	100	33.92	31.52	33.71	74.46	-0.102	-0.636	0.154	0.356	0.1706	0.1737	0.0955	0.3554
1130	255	711	chr3R:9389230-9389751	chr3R:13696380-13696900	chr2:16830413-16830996	scaffold_13047:9173766-9174279	522	521	584	514	100	100	100	100	28.2	87.57	28.64	52.12	-0.287	0.385	-0.00899999999999999	0	0.0656	0.639	0.0719	0.4611
1135	255	677	chr3R:9468210-9468860	chr3R:13776927-13777580	chr2:16907149-16907792	scaffold_13047:9242371-9243009	651	654	644	639	100	100	100	100	83.97	42.03	33.65	32.27	0.804	-0.349	0.152	-0.48	0.673	0.614	0.0103	0.3604
1140	256	538	chr3R:9510367-9510724	chr3R:13818780-13819130	chr2:10061865-10062198	scaffold_12822:1471879-1472314	358	351	334	436	100	100	100	100	42.83	112.09	22.98	89.35	0.131	0.632	-0.23	0.539	0.0045	0.0059	0.2537	0.8745
1141	256	777	chr3R:9511423-9512065	chr3R:13819885-13820513	chr2:10062729-10063140	scaffold_12822:1473070-1473270	643	629	412	201	100	100	100	100	26.28	21.02	23.51	67.02	-0.357	-1.042	-0.207	0.251	0.1253	0.3238	0.1998	0.2286
1144	256	1008	chr3R:9526390-9527210	chr3R:13834938-13835758	chr2:10077533-10078380	scaffold_12822:1490311-1491127	821	821	848	817	100	100	100	100	105.06	66.55	45.55	49.64	1.028	0.111	0.455	-0.049	3.473	3.2943	2.4458	2.2518
1146	256	1228	chr3R:9541154-9541792	chr3R:13849530-13850140	chr2:10091817-10092783	scaffold_12822:1506589-1507301	639	611	967	713	100	100	100	100	58.52	129.6	38.84	17.37	0.443	0.777	0.295	-1.099	1.1437	1.137	1.2291	0.4029
1149	258	470	chr3R:9608423-9608858	chr3R:13917205-13917635	chr2:15604172-15604375	scaffold_12822:1590600-1590790	436	431	204	191	100	100	100	100	38.38	35.03	16.75	71.98	0.021	-0.531	-0.546	0.322	0.3052	0.0345	0.0015	0.0014
1152	258	927	chr3R:9620119-9620727	chr3R:13929195-13929800	chr2:15615810-15616509	scaffold_12822:1605630-1606265	609	606	700	636	100	100	100	100	54.79	210.17	29.88	57.09	0.377	1.261	0.033	0.091	0.2831	0.5731	0.2861	0.0038
1154	258	519	chr3R:9624285-9624714	chr3R:13933360-13933790	chr2:15619212-15619598	scaffold_12822:1608756-1609166	430	431	387	411	100	100	100	100	33.54	98.08	37.7	86.87	-0.114	0.499	0.266	0.51	0.7929	1.7309	0.9454	1.0437
1158	258	3553	chr3R:9637150-9638940	chr3R:13946715-13948684	chr2:15631583-15633265	scaffold_12822:1623799-1625993	1791	1970	1683	2195	100	100	100	99.091	190.01	91.07	114.81	81.91	1.621	0.425	1.379	0.452	1.927	2.546	2.1995	4.0327
1163	259	572	chr3R:9674996-9675478	chr3R:13987288-13987821	chr2:13732605-13733068	scaffold_13047:18805510-18805740	483	534	464	231	100	100	100	100	23.63	35.03	39.98	89.35	-0.464	-0.531	0.324	0.539	0.8076	0.7946	0.1368	0.0971
